,author,date,n_likes,n_reposts,with_photo,is_repost?,text,translation,тональность,tonality_numbers
506,dying,2015-08-05,443,6,False,False,друг чувствовать дома,friend feel at home,Нейтральная,0.0
507,dying,2015-08-05,546,5,False,False,замечать ваш мечта сбываться мало,notice your dream come true little,Положительная,1.0
508,dying,2015-08-05,528,5,False,False,соня жизнь скучный,sleepy life boring,Отрицательная,-1.0
509,dying,2015-08-05,670,13,False,False,просто говорить чувствовать,just talk feel,Нейтральная,0.0
510,dying,2015-08-05,658,8,False,False,красивый человек бывать каждый человек уродливый свой,handsome man visit each man ugly his own,Положительная,1.0
511,dying,2015-08-05,799,12,False,False,твой страничка часто свой,your page is often yours,Нейтральная,0.0
512,dying,2015-08-05,639,4,False,False,смеяться человек делать шаг назад возможно брать разбег,laugh man take a step back maybe take a run,Положительная,1.0
513,dying,2015-08-05,782,11,False,False,доверять весь равный ревновать,trust all equal jealous,Нейтральная,0.0
514,dying,2015-08-04,645,4,False,False,ира обижать лес багажник увидеть,ira offend forest trunk see,Нейтральная,0.0
515,dying,2015-08-04,624,4,False,False,хватить грустить круто очень скоро,stop being sad cool very soon,Положительная,1.0
516,dying,2015-08-04,665,8,False,False,сложно жить воспринимать весь близко сердце,it's hard to live to perceive the whole close heart,Положительная,1.0
517,dying,2015-08-04,442,4,False,False,скучать ангелина,miss angelina,Нейтральная,0.0
518,dying,2015-08-04,549,9,False,False,каждый должный свой вика,everyone has their own wiki,Положительная,1.0
519,dying,2015-08-04,568,6,False,False,любить пжста,love pzhsta,Положительная,1.0
520,dying,2015-08-04,615,2,False,False,предоставлять выбор солнце выбирать солнце,choose the sun choose the sun,Нейтральная,0.0
521,dying,2015-08-04,693,13,False,False,г г л т Ь,g g l t b,Нейтральная,0.0
522,dying,2015-08-04,712,14,False,False,спасибо игнорировать нуждаться,thank you ignore need,Нейтральная,0.0
523,dying,2015-08-04,788,6,False,False,находить лера че лох,find lera che loch,Нейтральная,0.0
524,dying,2015-08-04,473,0,False,False,давать оставаться шлюха,give stay whore,Нейтральная,0.0
525,dying,2015-08-04,724,6,False,False,наверное это судьба столько ссора расставание равный вместе,probably this is fate so much quarrel parting equal together,Положительная,1.0
526,dying,2015-08-04,875,4,False,False,винишко наливать ка 14 арин,vino pour ka 14 arin,Нейтральная,0.0
527,dying,2015-08-04,736,15,False,False,любить похуй ..,fuck love..,Положительная,1.0
528,dying,2015-08-04,678,9,False,False,"французский поговорка гласить :"" женщина правый пойти извиняться","French proverb read: ""A woman is right to go apologize",Положительная,1.0
529,dying,2015-08-04,585,6,False,False,дашенька твой жизнь,baby your life,Нейтральная,0.0
530,dying,2015-08-04,732,12,False,False,улыбаться видеть,smile see,Положительная,1.0
531,dying,2015-08-04,515,2,False,False,история опасный лиза лиза Еу ниг бич ама хасать опасный,story dangerous lisa lisa ey nig beach ama hasat dangerous,Отрицательная,-1.0
532,dying,2015-08-04,660,7,False,False,по-прежнему заставлять улыбаться главный причина грусть,keep smiling the main reason for sadness,Положительная,1.0
533,dying,2015-08-04,628,8,False,False,каждый новый день строить план будущее будущее свой план,every new day build a plan future future your plan,Положительная,1.0
534,dying,2015-08-04,1024,21,False,False,знать почему поздно ложиться спать отвечать никто никто нуждаться никто сказать поздно пора спать никто спрашивать присниться наплевать,know why stay up late answer nobody nobody need nobody say it's late time to sleep nobody ask dream don't give a damn,Отрицательная,-1.0
535,dying,2015-08-04,780,9,False,False,хотеться вискарь обнимашка,want whiskey hug,Нейтральная,0.0
536,dying,2015-08-04,450,6,False,False,женщина существо эмоциональный создавать хороший настроение рисовать улыбка лицо дарить ощущение счастие,woman creature emotional create a good mood draw smile face give a feeling of happiness,Положительная,1.0
537,dying,2015-08-04,387,8,False,False,лето проводить полина,spend summer Polina,Нейтральная,0.0
538,dying,2015-08-04,618,8,False,False,принимать алкоголь,take alcohol,Нейтральная,0.0
539,dying,2015-08-04,460,4,False,False,улыбаться свой прошлое крепко обнимать настоящее гордо смотреть будущее,smile your past hug the present proudly look to the future,Положительная,1.0
540,dying,2015-08-04,594,6,False,False,каникулы это знать сегодня день,vacation is to know today is the day,Нейтральная,0.0
541,dying,2015-08-04,732,15,False,False,мама знать бандит поэтому разрешать гулять поздна,mom know bandit so let go out late,Отрицательная,-1.0
542,dying,2015-08-04,616,8,False,False,целовать первый шанс извиняться успевать,kiss first chance apologize be on time,Положительная,1.0
543,dying,2015-08-04,421,9,False,False,каждый должный свой алена,everyone owes his alyona,Нейтральная,0.0
544,dying,2015-08-03,983,20,False,False,любить даша писать даша гулять даша обнимать даша ценить даша беречь даша,love Dasha write Dasha walk Dasha hug Dasha appreciate Dasha cherish Dasha,Положительная,1.0
545,dying,2015-08-03,791,6,False,False,некоторый человек обязательно что-то делать бесить просто,some person is bound to do something to piss off just,Нейтральная,0.0
546,dying,2015-08-03,922,9,False,False,уходить важный,leave important,Положительная,1.0
547,dying,2015-08-03,1025,19,False,False,карий глазок,brown eye,Нейтральная,0.0
548,dying,2015-08-03,1015,12,False,False,это извинять наверно отвлекать столько человек писать свой любовь,it's an excuse to probably distract so many people to write their love,Положительная,1.0
549,dying,2015-08-03,494,1,False,False,потеплеть пока уродка,keep warm until freak,Положительная,1.0
550,dying,2015-08-03,905,9,False,False,каждый новый день ждать твой привет,every new day to wait for your greetings,Положительная,1.0
551,dying,2015-08-03,691,5,False,False,когда-нибудь думать обо ночь,ever think about the night,Нейтральная,0.0
552,dying,2015-08-03,863,21,False,False,любить аня писать аня гулять аня обнимать аня ценить аня беречь аня,love Anya write Anya walk Anya hug Anya appreciate Anya cherish Anya,Положительная,1.0
553,dying,2015-08-03,827,11,False,False,спать обнимать подушка вместо обнимать подушка вместо,sleep hugging a pillow instead of hugging a pillow instead,Нейтральная,0.0
554,dying,2015-08-03,261,14,False,False,фотоальбом лето забирать страница 1 июнь сделать свой фото бутылка минералка 2 июнь сделать свой какой-нибудь необычный фото 3 июнь сделать свой фото ванна 4 июнь сделать свой утренний фото 5 июнь сделать свой фото постель 6 июнь сделать свой фото наушники 7 июнь сделать свой фото книга 8 июнь сделать свой фото очки 9 июнь сделать свой фото кошка 10 июнь сделать свой фото цветок 11 июнь сделать свой фото фрукт 12 июнь сделать свой фото макияж 13 июнь сделать свой фото вода 14 июнь сделать свой фото мягкий игрушка 15 июнь сделать свой фото мороженое 16 июнь сделать свой фото зажмуреный глаз 17 июнь сделать свой фото шорты 18 июнь сделать свой фото расческа 19 июнь сделать свой фото возле окно 20 июнь сделать свой фото глупый выражение лицо 21 июнь сделать свой фото глупый прическа 22 июнь сделать свой фото чашка чай 23 июнь сделать свой фото сарафан 24 июнь сделать свой фото кукла показывать,photo album summer take away page 1 june take your photo a bottle of mineral water 2 june make your own unusual photo 3 june take your photo bath 4 june take your morning photo 5 june make your photo bed 6 june make your photo headphones 7 june make your photo book 8 June make your photo glasses 9 June make your photo cat 10 June make your photo flower 11 June make your photo fruit 12 June make your photo makeup 13 June make your photo water 14 June make your photo soft toy 15 June make your photo ice cream 16 june take your photo closed eye 17 june take your photo shorts 18 june take your photo hairbrush 19 june take your photo near the window 20 june take your photo silly facial expression 21 june take your photo silly hairstyle 22 june take your photo cup of tea 23 june make your photo sundress 24 June make your photo doll show,Отрицательная,-1.0
555,dying,2015-08-03,1149,11,False,False,писать красавица второй писать любить любить третий который писать,write beauty second write love love third who write,Положительная,1.0
556,dying,2015-08-03,903,5,False,False,лайкать никто сука кроме,like nobody bitch except,Нейтральная,0.0
557,dying,2015-08-03,581,12,False,False,любить лиза писать лиза гулять лиза обнимать лиза ценить лиза беречь лиза,love lisa write lisa walk lisa hug lisa appreciate lisa cherish lisa,Положительная,1.0
558,dying,2015-08-03,679,6,False,False,ничто портить отношение выяснение ..,nothing spoil the attitude clarification ..,Нейтральная,0.0
559,dying,2015-08-03,629,4,True,False,поцеловать шея называть малышка,kiss the neck call babe,Нейтральная,0.0
560,dying,2015-08-03,756,13,False,False,любить настя писать настя гулять настя обнимать настя ценить настя беречь настя,love nastya write nastya walk nastya hug nastya appreciate nastya cherish nastya,Положительная,1.0
561,dying,2015-08-03,599,6,False,False,столько пустой сердце мир пытаться влезать,so many empty heart worlds trying to fit in,Положительная,1.0
562,dying,2015-08-03,604,3,True,False,Siri это согласный,Siri is a consonant,Нейтральная,0.0
563,dying,2015-08-03,755,9,False,False,школа любить ходить,school love to go,Положительная,1.0
564,dying,2015-08-03,981,16,False,False,пацан вообще принцесски,the boy is a princess,Нейтральная,0.0
565,dying,2015-08-03,1226,14,False,False,смотреть фильм мамка эротический сцена бля ахуенный ковер,watch movie mom erotic scene fucking fucking carpet,Положительная,1.0
566,dying,2015-08-03,749,7,False,False,глупо общаться человек который дорога неважно случаться любой момент мочь становиться представлять навсегда ничто вернуть,silly to communicate a person who way it doesn't matter to happen any moment to be able to become represent forever nothing to return,Нейтральная,0.0
567,dying,2015-08-03,522,8,False,False,весь настюшка велеколепный,the whole nastyushka is magnificent,Положительная,1.0
568,dying,2015-08-03,708,3,False,False,забивать хуй,hammer a dick,Нейтральная,0.0
569,dying,2015-08-03,919,18,False,False,человек весь жизнь нужно стремиться,man all his life you need to strive,Нейтральная,0.0
570,dying,2015-08-03,863,7,False,False,читать переписка бывший это мочь плохо кончаться слеза например,read the correspondence of the former it may end badly a tear for example,Отрицательная,-1.0
571,dying,2015-08-03,586,7,False,False,бояться убивать быстро,afraid to kill quickly,Отрицательная,-1.0
572,dying,2015-08-03,579,6,False,False,рано дефицит считаться черный икра импортный джинсы сегодня дефицит искренность порядочность доброта,early scarcity be considered black caviar imported jeans today scarcity sincerity decency kindness,Отрицательная,-1.0
573,dying,2015-08-03,538,5,False,False,хотеть убивать человек,want to kill a person,Нейтральная,0.0
574,dying,2015-08-03,632,5,False,False,долбаебучий любовь,fucking love,Положительная,1.0
575,dying,2015-08-03,624,4,False,False,жаль полно отношение любовь любовь шанс отношение,sorry full attitude love love chance attitude,Положительная,1.0
576,dying,2015-08-03,543,2,False,False,хватить гоняться человек который хотеть,stop chasing the person who wants,Положительная,1.0
577,dying,2015-08-03,717,7,True,False,нужно дышать сохранять свой стена забывать,need to breathe keep your wall forget,Нейтральная,0.0
578,dying,2015-08-03,598,3,False,False,невозможно налаживать отношение человек который отношение нахрен нужный,Impossible to build an attitude man who attitude is fucking right,Отрицательная,-1.0
579,dying,2015-08-03,303,7,False,False,каждый саша фея,every sasha fairy,Нейтральная,0.0
580,dying,2015-08-03,738,5,False,False,твой пидр,your faggot,Нейтральная,0.0
581,dying,2015-08-03,545,4,False,False,жестоко человек переставать общаться объяснять причина,cruel man stop talking explain reason,Отрицательная,-1.0
582,dying,2015-08-03,440,6,False,False,каждый даша чей-то проблема,every dasha is someone's problem,Нейтральная,0.0
583,dying,2015-08-03,512,2,False,False,девочка садиться диета раздавливать,girl sit down diet crush,Отрицательная,-1.0
584,dying,2015-08-03,674,9,False,False,хотя история который рассказывать,although the story to be told,Нейтральная,0.0
585,dying,2015-08-03,537,6,False,False,жека тбиль спасибо научать загон счастливый,zheka tbil thank you teach corral happy,Положительная,1.0
586,dying,2015-08-03,713,4,False,False,аудиозапись элита,audio recording elite,Нейтральная,0.0
587,dying,2015-08-03,654,4,False,False,вроде имя сколько эмоция внутри,like name how much emotion inside,Положительная,1.0
588,dying,2015-08-03,347,7,False,False,каждый настя душа бандитка,every nastya soul is a bandit,Нейтральная,0.0
589,dying,2015-08-03,634,3,False,False,трудно месячный,difficult period,Отрицательная,-1.0
590,dying,2015-08-03,1433,2,False,False,ставить сердючок обалденный чикс шлюха,put serduchok awesome chicks slut,Положительная,1.0
591,dying,2015-08-02,555,2,False,False,сказать почему мало звезда сказать дождь твой губа это,say why little star say rain your lip is,Отрицательная,-1.0
592,dying,2015-08-02,953,15,False,False,жить 21 век время мальчик одевать розовый футболка угги девочка ходить кожаный говорить друг друг братуууха,live 21st century time boy dress pink t-shirt uggs girl walk leather talk friend friend bro,Положительная,1.0
593,dying,2015-08-02,720,6,False,False,катя долго парень сидеть ока ща вставать,katya long guy sit oka shcha get up,Отрицательная,-1.0
594,dying,2015-08-02,942,15,True,False,обидно звонить обидно ждать,it's a shame to call it's a shame to wait,Нейтральная,0.0
595,dying,2015-08-02,744,9,False,False,кокаиновый фея,cocaine fairy,Нейтральная,0.0
596,dying,2015-08-02,410,0,False,False,июль просто осознавать,july just realize,Нейтральная,0.0
597,dying,2015-08-02,621,5,False,False,подумать суть никто нужный кроме свой родитель,think essence no one needed except your parent,Нейтральная,0.0
598,dying,2015-08-02,273,4,False,False,каждый наташа панда,every natasha panda,Нейтральная,0.0
599,dying,2015-08-02,119,0,False,False,любить дила кормить дила писать диль гулять дила обнимать дила ценить дила беречь дила,love dila feed dila write dila walk dila hug dila appreciate dila cherish dila,Положительная,1.0
600,dying,2015-08-02,301,5,False,False,обнимать рита рита хотеть обнимашка,hug rita rita want hug,Нейтральная,0.0
601,dying,2015-08-02,267,4,False,False,25 май каждый мальчик должный подходить поцеловать девочка который нравиться,May 25 every boy must come to kiss the girl he likes,Нейтральная,0.0
602,dying,2015-08-02,425,14,False,False,ко относиться злить бесить расстраивать заставлять нервничать трогать знать,to treat to anger to piss off to upset to make nervous to touch to know,Отрицательная,-1.0
603,dying,2015-08-02,236,0,False,False,каждый лада принцесска,every fret princess,Нейтральная,0.0
604,dying,2015-08-02,998,22,False,False,тронуть б человек т сучка е красить н волос н повыдергивать ц понимать,touch b man t bitch e dye n hair n pull out t understand,Нейтральная,0.0
605,dying,2015-08-02,546,12,False,False,любовь подруга вика,love girlfriend vika,Положительная,1.0
606,dying,2015-08-02,722,10,False,False,часы наш встреча казаться секунда,watch our meeting seem second,Нейтральная,0.0
607,dying,2015-08-02,741,8,True,False,тип человек который кто-то влюбляться,the type of person who falls in love with someone,Положительная,1.0
608,dying,2015-08-02,565,7,False,False,каждый должный свой люба,everyone has his own love,Положительная,1.0
609,dying,2015-08-02,788,4,False,False,испортить хуевый настроение © баба,spoil the fucking mood © baba,Отрицательная,-1.0
610,dying,2015-08-02,715,10,False,False,слышь че дерзкий просто юля,"Hey, che daring just julia",Нейтральная,0.0
611,dying,2015-08-02,837,16,False,False,правда хватать,really miss,Положительная,1.0
612,dying,2015-08-02,725,4,True,False,совет учащийся вставать потянуться прогуливаться аэропорт залезать самолет возвращаться,advice student get up stretch walk airport climb plane return,Нейтральная,0.0
613,dying,2015-08-02,898,5,False,False,искать смысл жизнь находить пожирать,look for the meaning of life find devour,Нейтральная,0.0
614,dying,2015-08-02,812,4,False,False,спрятать некоторый человек человек,hide some man man,Нейтральная,0.0
615,dying,2015-08-02,328,3,False,False,любить альбина кормить альбина писать альбина гулять альбина обнимать альбина ценить альбина беречь альбина,love albina feed albina write albina walk albina hug albina appreciate albina cherish albina,Положительная,1.0
616,dying,2015-08-02,959,10,False,False,любить человек фотка лайкать,love person photo like,Положительная,1.0
617,dying,2015-08-02,689,7,False,False,любить классненький,love cool,Положительная,1.0
618,dying,2015-08-02,615,12,False,False,каждый настя солнышко,every nastya is the sun,Нейтральная,0.0
619,dying,2015-08-02,573,7,False,False,хотеть,want,Нейтральная,0.0
620,dying,2015-08-02,898,16,False,False,думать настолько понравиться думать часто думать,think so please think often think,Нейтральная,0.0
621,dying,2015-08-02,706,4,False,False,идеальный дочь разговаривать зеркало,perfect daughter talking mirror,Положительная,1.0
622,dying,2015-08-02,782,3,False,False,любить банан персик рынок аптека,love banana peach market pharmacy,Положительная,1.0
623,dying,2015-08-02,469,11,False,False,любовь вика,love vika,Положительная,1.0
624,dying,2015-08-02,609,9,False,False,нужный никто,needed nobody,Нейтральная,0.0
625,dying,2015-08-02,537,2,False,False,карина долго парень сидеть ока ща вставать,karina long guy sit oka shcha get up,Отрицательная,-1.0
626,dying,2015-08-02,747,13,False,False,новый сон,new dream,Положительная,1.0
627,dying,2015-08-02,719,9,False,False,спрятать некоторый человек человек,hide some man man,Нейтральная,0.0
628,dying,2015-08-02,697,5,False,False,ненужный входить привычка,unnecessary to enter the habit,Отрицательная,-1.0
629,dying,2015-08-02,905,7,False,False,заболевать накрашиваться,make up,Нейтральная,0.0
630,dying,2015-08-02,188,4,False,False,карина ____________ красивый акуратный р ранить искрение н Найкращя агрессивный,karina ____________ beautiful neat r hurt sparking n most aggressive,Положительная,1.0
631,dying,2015-08-01,527,6,False,False,каждый ксюша принцесса,every Ksyusha is a princess,Нейтральная,0.0
632,dying,2015-08-01,665,4,False,False,повзрослеть ?! смотреть придумывать,to mature ?! watch come up,Положительная,1.0
633,dying,2015-08-01,554,5,False,False,,,Некорректный тип,
634,dying,2015-08-01,644,10,False,False,весь сила пытаться влюбляться смочь,all the power to try to fall in love be able,Положительная,1.0
635,dying,2015-08-01,197,2,False,False,елена ______________ е единственный л любимый е естественный н нежный артистичный,elena ______________ f the only favorite f natural and gentle artistic,Положительная,1.0
636,dying,2015-08-01,300,7,False,False,любовь подруга алена,love friend Alena,Положительная,1.0
637,dying,2015-08-01,571,3,False,False,пока целовать сниться,while kissing dream,Нейтральная,0.0
638,dying,2015-08-01,627,5,False,False,,,Некорректный тип,
639,dying,2015-08-01,403,10,False,False,каждый должный свой миша,everyone has his own bear,Положительная,1.0
640,dying,2015-08-01,195,0,False,False,каждый аня должный свой саша,each anja owes its own sasha,Положительная,1.0
641,dying,2015-08-01,567,5,False,False,каждый должный свой никита,everyone owes his nikita,Нейтральная,0.0
642,dying,2015-08-01,285,10,False,False,вика __________ великолепный идеальный красивый афигенный,vika __________ gorgeous perfect beautiful awesome,Положительная,1.0
643,dying,2015-08-01,353,3,False,False,каждый лиза фея,every lisa fairy,Нейтральная,0.0
644,dying,2015-08-01,508,5,False,False,вести баба,lead a woman,Нейтральная,0.0
645,dying,2015-08-01,616,10,True,False,интересно человек описывать разговаривать кто-то встречать,wondering person describe talk someone meet,Нейтральная,0.0
646,dying,2015-08-01,597,9,False,False,хотеть убивать человек,want to kill a person,Нейтральная,0.0
647,dying,2015-08-01,138,6,False,False,михаил ___________ м милый интересный х хороший аккуратный интеллигентный л любить,michael ___________ m cute interesting x nice neat intelligent l love,Положительная,1.0
648,dying,2015-08-01,740,13,False,False,обижать юля хороший,offending julia is good,Положительная,1.0
649,dying,2015-08-01,732,19,False,False,дорогой,Expensive,Отрицательная,-1.0
650,dying,2015-08-01,780,10,False,False,отношение отношень относить отноша отноша отное отна ой уебище,attitude,Нейтральная,0.0
651,dying,2015-08-01,422,3,False,False,каждый лена зайка,every lena bunny,Нейтральная,0.0
652,dying,2015-08-01,134,3,False,False,снежана ___________________ светлый н нежный е единственный женственный аккуратный н няшный ангельский,snezhana ___________________ light n gentle e the only feminine neat angelic,Положительная,1.0
653,dying,2015-08-01,312,3,False,False,жить жить твой жизнь появляться лиза,live live your life appear lisa,Положительная,1.0
654,dying,2015-08-01,1247,0,False,False,лайк спать,like sleep,Нейтральная,0.0
655,dying,2015-08-01,1005,9,True,False,ненавидеть первый впечатление первый впечатление который производить человек это девочка который разговаривать,hate the first impression the first impression that the person makes is the girl who talks,Отрицательная,-1.0
656,dying,2015-08-01,977,14,False,False,наш страна подросток переть минералка,our country teen shove mineral water,Нейтральная,0.0
657,dying,2015-08-01,127,2,False,False,кира __________ красивый искренний р решительный азартный,kira __________ beautiful sincere p determined reckless,Положительная,1.0
658,dying,2015-08-01,685,19,False,False,сестра подруга сестра ходячий позитив сестра защита сестра опора сестра поддержка сестра душа,sister girlfriend sister walking positive sister protection sister support sister support sister soul,Положительная,1.0
659,dying,2015-08-01,862,16,False,False,состояние 1 уходить исчезать испаряться забывать навсегда 2 уходить пожалуйста нужный написать вернуться скучать любить,state 1 go disappear evaporate forget forever 2 go away please write come back miss love,Положительная,1.0
660,dying,2015-08-01,830,7,True,False,смеяться смеяться весь одинаковый,laugh laugh all the same,Положительная,1.0
661,dying,2015-08-01,915,17,False,False,плакать просто любовь глаз попадать,cry just love eyes fall,Положительная,1.0
662,dying,2015-08-01,261,7,False,False,саня __________ сильный активный н нормальный яркий,sanya __________ strong active n normal bright,Положительная,1.0
663,dying,2015-08-01,715,6,False,False,любить почему это видеть идиот,love why see this idiot,Отрицательная,-1.0
664,dying,2015-08-01,901,17,False,False,школа делиться шлюха умственный отсталый шлюха началка крутой пацан задрота немного шлюха класс,school share slut,Нейтральная,0.0
665,dying,2015-08-01,503,5,False,False,хороший успокаивать средство женщина крепкий мужской объятие,good soothe remedy woman strong masculine hug,Положительная,1.0
666,dying,2015-08-01,896,19,True,False,любить дождь,love the rain,Положительная,1.0
667,dying,2015-08-01,700,5,False,False,заходить 15 минута назад,log in 15 minutes ago,Нейтральная,0.0
668,dying,2015-08-01,192,7,False,False,карина __________ красавица аккуратный р райский идеальный н необыкновенный активный,karina __________ beauty tidy r heavenly perfect n extraordinarily active,Положительная,1.0
669,dying,2015-08-01,689,10,False,False,каждый должный свой аня,everyone owes his own anya,Положительная,1.0
670,dying,2015-08-01,612,8,False,False,женщина портить прямо какой-нибудь женщина что-то портить,woman to spoil something straight woman to spoil something,Положительная,1.0
671,dying,2015-08-01,668,4,True,False,иметь одинаковый музыкальный вкус это иметь духовный связь,to have the same taste in music is to have a spiritual connection,Нейтральная,0.0
672,dying,2015-08-01,857,12,False,False,поздно принимать ванна фен,late taking bath hair dryer,Отрицательная,-1.0
673,dying,2015-08-01,352,6,False,False,максим _____________________ м мудрый амбициозный котик сильный идеал м милый,maxim _____________________ m wise ambitious cat strong ideal m cute,Положительная,1.0
674,dying,2015-08-01,415,2,False,False,алиса,Alice,Нейтральная,0.0
675,dying,2015-08-01,707,4,False,False,сей пора помнить твой поцелуй шея,now it's time to remember your kiss neck,Нейтральная,0.0
676,dying,2015-08-01,547,5,True,False,эй посмотреть худой талия красивый знать,hey look skinny waist handsome know,Положительная,1.0
677,dying,2015-08-01,461,4,False,False,господи просто лена,oh my god just lazy,Отрицательная,-1.0
678,dying,2015-07-31,163,1,False,False,роман __________ р романтичный очаровательный м милый ангельски красивый н нежный,romance __________ r romantic charming m cute angelic handsome n gentle,Положительная,1.0
679,dying,2015-07-31,1091,10,False,False,девушка упасть идиот пройти мимо джентльмен помогать вставать нужный ложиться рядом,girl fall down idiot walk past gentleman help get up needed lie down next to,Отрицательная,-1.0
680,dying,2015-07-31,896,11,False,False,твой губа идеально подходить,your lip is perfect,Положительная,1.0
681,dying,2015-07-31,959,13,False,False,давать вернуться прошлое начинать идти нахуй,let the past come back start to fuck off,Отрицательная,-1.0
682,dying,2015-07-31,378,10,False,False,каждый должный свой анжелика,everyone owes their own angelica,Положительная,1.0
683,dying,2015-07-31,367,7,False,False,лера __________ л любимая е единственный р рискованный анельский,lera __________ l favorite e only p risky anel,Положительная,1.0
684,dying,2015-07-31,670,12,False,False,подруга это святой особенно звать даша,girlfriend is a saint especially call Dasha,Нейтральная,0.0
685,dying,2015-07-31,740,12,False,False,хотеть обратно хватать,want to grab back,Нейтральная,0.0
686,dying,2015-07-31,852,13,False,False,л ю д м н е л ь з д е р т ь,people,Нейтральная,0.0
687,dying,2015-07-31,962,8,False,False,интернет весь несчастный видеть жизнь веселый ах лживый тварь,internet whole miserable see life hilarious ah deceitful creature,Отрицательная,-1.0
688,dying,2015-07-31,248,0,False,False,ася _______ аккуратный сексуальный яркий,asya _______ neat sexy bright,Положительная,1.0
689,dying,2015-07-31,536,4,False,False,каждый даша дерзкий,every dasha is cocky,Отрицательная,-1.0
690,dying,2015-07-31,724,7,True,False,делать знать,do know,Нейтральная,0.0
691,dying,2015-07-31,702,7,True,False,это звучать незаконно дело,it sound like an illegal thing,Отрицательная,-1.0
692,dying,2015-07-31,628,5,False,False,хотеть проводить весь свободный время,want to spend all your free time,Положительная,1.0
693,dying,2015-07-31,180,2,False,False,паша __________ п правильный адекватный ш шальной аристократичный,pasha __________ n correct adequate w crazy aristocratic,Отрицательная,-1.0
694,dying,2015-07-31,522,10,False,False,господи просто маша,Lord just masha,Нейтральная,0.0
695,dying,2015-07-31,500,5,False,False,хотеть,want,Нейтральная,0.0
696,dying,2015-07-31,531,7,False,False,часто гораздо просто никто рассказывать проблема,often much just nobody telling the problem,Положительная,1.0
697,dying,2015-07-31,857,12,False,False,пацан вообще феечка,the boy is a fairy,Нейтральная,0.0
698,dying,2015-07-31,185,1,False,False,вита __________ веселый искрометный т толерантный авангардный,vita __________ cheerful sparkling t tolerant avant-garde,Положительная,1.0
699,dying,2015-07-31,990,10,False,False,выпускной понимать любить идиот,graduation understand love idiot,Отрицательная,-1.0
700,dying,2015-07-31,942,14,False,False,отношение девушка парень зависеть отношение парень девушка,attitude girl guy depend attitude guy girl,Нейтральная,0.0
701,dying,2015-07-31,602,3,False,False,готовиться экзамен ти гатовисься икзямина сдавать вообще собираться ти сдявать вапьс сабилаесься,prepare for the exam ti get ready to take ikzyamina,Положительная,1.0
702,dying,2015-07-31,575,16,False,False,каждый должный свой ваня,everyone has his own vanya,Положительная,1.0
703,dying,2015-07-31,270,3,False,False,танечка _________ т творческий аккуратный н незабываемый е естественный ч чувственный красивый ангельски прекрасный,tanya _________ t creative neat n unforgettable e natural h sensual beautiful angelic beautiful,Положительная,1.0
704,dying,2015-07-31,947,10,False,False,обычный человек 3 600 000 удар сердце год влюбленный 4 764 000 блин доска выходить 41524686786613354 удар минута,"ordinary person 3,600,000 beat heart year lover 4,764,000 pancake board go out 41524686786613354 beat minute",Отрицательная,-1.0
705,dying,2015-07-31,952,9,False,False,никакой расстояние заставлять расставаться,no distance to force parting,Нейтральная,0.0
706,dying,2015-07-31,932,5,False,False,счастие иметь худой лях жопа который влезать xs,happiness to have a skinny lyah ass who fit xs,Положительная,1.0
707,dying,2015-07-31,808,9,True,False,привет,Hello,Нейтральная,0.0
708,dying,2015-07-31,307,12,False,False,дима __________ д добрый идеальный м милый аккуратный,dima __________ d kind perfect m cute neat,Положительная,1.0
709,dying,2015-07-31,987,17,False,False,чей это труп валяться твой беситься,whose corpse is it to wallow yours to rage,Нейтральная,0.0
710,dying,2015-07-31,461,0,False,False,уголовный тело снова возбуждать,criminal body excite again,Отрицательная,-1.0
711,dying,2015-07-31,884,6,False,False,сидеть приунывать приунывать приунывать приуныть весь сила,sit down,Отрицательная,-1.0
712,dying,2015-07-31,2156,26,False,False,пока девочка играть барби давить шлюха GTA,while girl play barbie crush slut gta,Нейтральная,0.0
713,dying,2015-07-31,280,15,False,False,алина __________ аккуратный л любимый идеальный н необыкновенный ангельский,alina __________ neat l favorite perfect n extraordinary angelic,Положительная,1.0
714,dying,2015-07-31,423,6,False,False,каждый наташа принцесска,every natasha princess,Нейтральная,0.0
715,dying,2015-07-31,486,5,False,False,сводить макдак,mix mcduck,Нейтральная,0.0
716,dying,2015-07-31,391,8,False,False,каждый маша зайка,each masha bunny,Нейтральная,0.0
717,dying,2015-07-31,228,2,False,False,таня __________ т талантливый азартный н невероятный яркий,Tanya __________ t talented gambling n incredible bright,Положительная,1.0
718,dying,2015-07-31,919,11,False,False,твой пресс убивать шоколадка,your abs kill chocolate,Нейтральная,0.0
719,dying,2015-07-31,596,4,False,False,идти ко,go to,Нейтральная,0.0
720,dying,2015-07-31,1243,16,False,False,расстояние сука,distance bitch,Нейтральная,0.0
721,dying,2015-07-31,929,11,False,False,немножко сдыхать,breathe a little,Отрицательная,-1.0
722,dying,2015-07-30,125,0,False,False,феридя __________ ф фантастический е единственный р ранить идеальный д добрый е естественный,feridya __________ f fantastic e only p hurt perfect q kind e natural,Положительная,1.0
723,dying,2015-07-30,560,11,False,False,каждый вика бандитка,every Vika is a bandit,Нейтральная,0.0
724,dying,2015-07-30,787,3,False,False,любовь человек стесняться секс,love man shy sex,Нейтральная,0.0
725,dying,2015-07-30,1078,18,False,False,настолько дурной характер монстр жить кровать уходить,so bad character monster live bed go away,Отрицательная,-1.0
