,author,date,text,n_likes,n_reposts,with_photo,is_repost?
2535,dying,18 июн 2015,"- Привет.
- Привет.
- Ладно, не буду навязываться.",1157,9,False,False
2536,dying,18 июн 2015,"18 Июня - это день, когда парень обязан подарить девушке мороженку

Добавь себе на стену, пусть все знают",544,15,False,False
2537,dying,18 июн 2015,"Любимая фраза моей мамы:
- Вечно всё у тебя через жопу!",1057,12,False,False
2538,dying,17 июн 2015,"- Познакомьтесь, это мой парень
- Но это кот
- ЭТО МОЙ ПАРЕНЬ",987,5,False,False
2539,dying,17 июн 2015,"Сегодня я отвечаю на 1 любой вопрос (кроме пароля и логина). Добавь себе на стену и тебя закидают вопросами :)

Не игнорируй будет весело :)",687,26,False,False
2540,dying,17 июн 2015,vk.com/id0?1425276312 - она принцесска,543,13,False,False
2541,dying,17 июн 2015,"Найдите отличающийся от других смайлик





Теперь еще раз






И последний раз





Теперь на счет 3 загадай желание
1 2 3 ________________________

Добавь себе на стену и твое желание обязательно сбудется,
а если не добавишь, то наоборот никогда не исполнится.",399,34,False,False
2542,dying,17 июн 2015,"- какой у тебя характер?
- у меня зеленые глаза",1320,23,False,False
2543,dying,17 июн 2015,У счастья всегда голубые глаза,1213,15,False,False
2544,dying,17 июн 2015,"репост если элитка
лайк если принцесска",1615,6,False,False
2545,dying,17 июн 2015,"Три хорошие новости:
1. Сегодня лето
2. Завтра лето
3. Через месяц тоже лето!",825,9,False,False
2546,dying,17 июн 2015,"Грусть - это когда ты видишь, как твоя близкая подруга дружит с кем-то ещё",1008,10,False,False
2547,dying,17 июн 2015,У меня самые классные друзья,915,29,False,False
2548,dying,17 июн 2015,"Кареглазые - это сама нежность. Любят они всегда искренне, горячо и отличаются верностью тем, кого выбрали.",1003,22,False,False
2549,dying,17 июн 2015,"Чё, когда ты там уже влюбишься в меня?",1161,14,False,False
2550,dying,17 июн 2015,"Найдите отличающийся от других смайлик





Теперь еще раз






И последний раз





Теперь на счет 3 загадай желание
1 2 3 ________________________

Добавь себе на стену и твое желание обязательно сбудется,
а если не добавишь, то наоборот никогда не исполнится.",283,13,False,False
2551,dying,17 июн 2015,"Забирай на стену
И если кто-то лайкнет у тебя на стенке этот пост, значит соскучился по тебе

Посмотрим, как ты одинока",763,22,False,False
2552,dying,17 июн 2015,кто хочет погулять со мной - лайк на этот пост,1266,25,False,False
2553,dying,17 июн 2015,"Парни, чтобы завоевать сердца девушек, вам нужно приходить к ней с едой",878,11,False,False
2554,dying,17 июн 2015,"Так смешно слушать ложь, когда знаешь правду! А перебивать жалко - человек же старается.",1047,24,False,False
2555,dying,17 июн 2015,"С мамой хорошо
Но папа разрешает больше :3",1418,20,False,False
2556,dying,17 июн 2015,"БИТВА ПОЛОВ

Репост, если ты девушка
Лайк, если ты парень",721,28,False,False
2557,dying,17 июн 2015,"У меня самая лучшая подруга
Люблю её",758,20,False,False
2558,dying,17 июн 2015,"У меня нет сногсшибательной фигуры, длинных ног и прочих девичьих прелестей, но моя мама наградила меня шикарными глазами и добрым сердцем.",1455,19,False,False
2559,dying,17 июн 2015,"Мой - значит мой полностью

И руки мои и глаза
Все моё полностью и только моё",1223,21,False,False
2560,dying,17 июн 2015,Девочкам нужно внимание,1025,7,False,False
2561,dying,17 июн 2015,"Как люди моют голову:

- Намылил
- Смыл

Я:

- Намылила
- Ирокез
- Диско дива
- Единорог
- Элвис Пресли
- Король лев
- Швабра",1200,29,False,False
2562,dying,17 июн 2015,"Нет лучше мужчины в мире, чем мой брат

Никто не бесит меня так, как брат
но так, как его, я никого не люблю",1300,23,False,False
2563,dying,17 июн 2015,"Я дeвочка культypнaя, но СЛABA БOГУ, HИКTО МЫСЛИ ЧИTАTЬ НE УМЕЕТ",1303,17,False,False
2564,dying,17 июн 2015,"О боже, мама, мама, я схожу с ума!
С подругой лучшей не разлей вода.
О боже, мама, мама, ржём мы с ней всегда!
Моя подруга, мама, самая-самая",1260,44,False,False
2565,dying,17 июн 2015,"Много друзей говоришь?
А когда тебе плохо, сколько помогают?",1439,25,False,False
2566,dying,17 июн 2015,"Мне нужен человек, который будет мне кидать песенки в лc",889,9,False,False
2567,dying,16 июн 2015,"Господи, ну почему я влюбилась именно в этого идиота?",1403,18,False,False
2568,dying,16 июн 2015,Диану обидишь - лес из багажника увидишь,1202,19,False,False
2569,dying,16 июн 2015,"Рецепт счастья:
• берём Дашу
• любим
• держим в объятьях
• не отпускаем",789,17,False,False
2570,dying,16 июн 2015,"Я счастлива

У меня нет парня

Но есть друзья которые со мной

И есть подруга - которая со мной всегда и везде",831,19,False,False
2571,dying,16 июн 2015,"Гуляйте с Настей
Пишите Насте!
Звоните Насте!
Ведь Настя у вас одна самая самая!",759,18,False,False
2572,dying,16 июн 2015,у счастья всегда зеленые глаза,1593,25,False,False
2573,dying,16 июн 2015,"Много друзей говоришь?
А когда тебе плохо, сколько помогают?",987,9,False,False
2574,dying,16 июн 2015,"Каждая Вика
Опасная
Бандитка
Гангста рэпер
Уличный танцор
Элита
Держит в страхе весь район",803,24,False,False
2575,dying,16 июн 2015,"Рецепт счастья:
• берём Лизу
• любим
• держим в объятьях
• не отпускаем",716,13,False,False
2576,dying,16 июн 2015,"Рецепт счастья:
• берём Настю
• любим
• держим в объятьях
• не отпускаем",1029,23,False,False
2577,dying,16 июн 2015,"Рецепт счастья:
• берём Катю
• любим
• держим в объятьях
• не отпускаем",796,9,False,False
2578,dying,16 июн 2015,"Рецепт счастья:
• берём Дашу
• любим
• держим в объятьях
• не отпускаем",706,15,False,False
2579,dying,16 июн 2015,"Рецепт счастья:
• берём Алёну
• любим
• держим в объятьях
• не отпускаем",516,13,False,False
2580,dying,16 июн 2015,"Рецепт счастья:
• берём Вику
• любим
• держим в объятьях
• не отпускаем",643,15,False,False
2581,dying,16 июн 2015,"Рецепт счастья:
• берём Арину
• любим
• держим в объятьях
• не отпускаем",343,6,False,False
2582,dying,16 июн 2015,"Рецепт счастья:
• берём Полину
• любим
• держим в объятьях
• не отпускаем",630,12,False,False
2583,dying,16 июн 2015,"Рецепт счастья:
• берём Сашу
• любим
• держим в объятьях
• не отпускаем",643,10,False,False
2584,dying,16 июн 2015,"Каждая Арина бандитка
АМА ХАСЛА АМА АМА ХАСЛА",475,2,False,False
2585,dying,16 июн 2015,"О боже, мама, мама, я схожу с ума!
С подругой лучшей не разлей вода.
О боже, мама, мама, ржём мы с ней всегда!
Моя подруга, мама, самая-самая",905,22,False,False
2586,dying,16 июн 2015,У всех любовь а у меня ВИ ГОНА РАПАПАП ТУ НАЙТ,875,7,False,False
2587,dying,16 июн 2015,"Кто занес меня в черный список,
Я открою вам страшный секрет
Мне на это совершенно плевать
Черный - мой любимый цвет",1457,35,False,False
2588,dying,16 июн 2015,"Если эта запись наберет 50 , то я поставлю на аватар человека, который мне нравится",2334,22,False,False
2589,dying,16 июн 2015,Как раньше уже не будет.,919,11,False,False
2590,dying,16 июн 2015,"ВОТ ТАК ВСЕГДА:

Ешь солёное: ""Ты что, беременная?""
Пьёшь много воды: ""С бодуна, что ли?""
Спрашиваешь чьё-то имя: ""Понравился?""
Ходишь весь день весёлая: ""Ты чё курила?""",1174,23,False,False
2591,dying,16 июн 2015,Это лето надо проводить с Лизой,822,11,False,False
2592,dying,16 июн 2015,"Прощай, Жанна Фриске.
R.I.P.",2729,25,False,False
2593,dying,16 июн 2015,Кто хочет дружить со мной - лайк на этот пост,931,5,False,False
2594,dying,16 июн 2015,"""Нет"" - значит нет. А вот ""неа"" - значит да, но я пока повыпендриваюсь",1217,17,False,False
2595,dying,16 июн 2015,Я,1799,24,False,False
2596,dying,16 июн 2015,"когда другим плохо, ты рядом.
когда тебе плохо, всем обычно пофиг",967,15,False,False
2597,dying,16 июн 2015,Я бы с ним в лифте застряла.,1898,19,False,False
2598,dying,16 июн 2015,"ты мне нравишься, я хочу от тебя сообщений",1060,5,False,False
2599,dying,16 июн 2015,"скажи, что любишь меня..",904,12,False,False
2600,dying,16 июн 2015,"есть девушки с милым, тихим смехом,
а есть я.",1192,14,False,False
2601,dying,16 июн 2015,"— А вот мой лексус.
— Это диван.
— ЭТО. МОЙ. ЛЕКСУС.",1212,16,False,False
2602,dying,16 июн 2015,"Лагерь - это ждать путёвки от родителей
Лагерь - это считать дни до отъезда
Лагерь - это в ночь, перед отъездом придумывать всё, чем будешь заниматься там
Лагерь - это ночью вспомнить, что ты не собрал вещи и сидеть пол ночи укладывать чемодан
Лагерь - это той же ночью прощаться со своими домашними питомцами
Лагерь - это в 4 утра лечь спать, а подъём в 7
Лагерь - это искать подруг и друзей с прошлого года перед отправлением
Лагерь - это смотреть из окна автобуса, как ревёт твоя мама
Лагерь - это самой всплакнуть
Лагерь - это отправка в рай
Лагерь - это ""ВИУ ВИУ"" (полиция перед автобусами)
Лагерь - это прибытие
Лагерь - это искать свой чемодан, среди других
Лагерь - это ваш корпус
Лагерь - это выбирать самую-самую комнату
Лагерь - это выбирать кровать около окна и полку
Лагерь - это первый обед
Лагерь - это первая свечка, где ты понимаешь, что твой отряд самый лучший
Лагерь - это первая ночь с новыми девочками
Лагерь - это смеяться на всю комнату, после отбоя
Лагерь - это притворяться, что вы спите, когда в комнату заходит вожатый или воспитатель
Показать ещё",2106,70,False,False
2603,dying,16 июн 2015,"3 слова от которых сердце начинает биться чаще: ""Тебя мама искала"".",1407,30,False,False
2604,dying,16 июн 2015,"Задумайте число. Умножьте его на два. Добавьте шесть. Разделите на два. Отнимите число, которое задумали. Репост, если получили 3.",725,17,False,False
2605,dying,16 июн 2015,"Л - любимая
У - уникальная
Ч - чудесная
Ш - шикарная
А - ангельская
Я - яркая

П - прекрасная
О - обалденная
Д - добрая
Р - родная
У - умопомрачительная
Г - главная
А - артистичная",624,32,False,False
2606,dying,16 июн 2015,"репост, если ты скучаешь по кому-то прямо сейчас",1272,24,False,False
2607,dying,16 июн 2015,"Подруга - это святое. Особенно, ели её зовут Яна",566,14,False,False
2608,dying,16 июн 2015,"Сто дел на лето!
Забирай к себе и обязательно выполни



001. не спать сутки
002. запустить небесный фонарик
003. приготовить с кем-нибудь вдвоем пиццу
004. сфотографировать море
005. написать что-то приятное под чьим-нибудь окном
006. гулять босиком под дождем
007. позавтракать в макдоналдсе
008. выпить литр воды залпом
009. провести день в одиночестве
010. написать и отправить смс на все позволенные символы телефона
011. весить 44 кг
012. признаться в любви в глаза
013. разговор по душам на всю ночь
014. съесть за день килограмм мороженого
015. встретить рассвет на набережной
016. собрать и прочитать все книги любимого автора
017. выпить шампанское на завтрак
018. на сутки отказаться от всех средств связи
019. с разбега вбежать в воду
020. уснуть под любимую музыку
021. смотреть на закат на крыше
Показать ещё",601,28,False,False
2609,dying,16 июн 2015,"Рецепт счастья:
• берём Вику
• любим
• держим в объятьях
• не отпускаем",613,12,False,False
2610,dying,16 июн 2015,"БЫТЬ БЛИЗНЕЦОМ

Вы общительны
Вы очаровательны
Скорее всего у вас сияющие глаза
Вы - мечтатель
Вы - творческая личность
С вами интересно общаться, т.к. вы можете обсуждать любые темы
Наверняка вы умен!
Можете выкрутиться из любой ситуации

Слишком переменчивы
Многих бесит ваша гиперактивность
Раздражительный
Не знают меры
Всегда спорят",578,15,False,False
2611,dying,16 июн 2015,"Подруга - это святое. Особенно, если её зовут Наташа",675,12,False,False
2612,dying,16 июн 2015,"Пусть будет счастлив тот, у кого серо-голубые глаза",1150,18,False,False
2613,dying,15 июн 2015,"Я из тех, кто любит молча, терпит долго, уходит резко.",1073,23,False,False
2614,dying,15 июн 2015,"Меня мама учила быть милой, нежной, культурной - это не значит, что я не врежу ногой в глаз, как меня учил папа",1053,22,False,False
2615,dying,15 июн 2015,"Хорошие новости:
1. Сегодня лето.
2. Завтра лето.
3. Послезавтра лето.
4. Через месяц лето.
5. Через два месяца лето.
6. Через год лето.",813,11,False,False
2616,dying,15 июн 2015,"Нужна лишь одна песня, чтобы вернуть 1000 воспоминаний.",1062,15,False,False
2617,dying,15 июн 2015,"Нас 160000 :3
Спасибо наши пилюльки !!!",707,3,False,False
2618,dying,15 июн 2015,"Моя подруга так много обо мне знает , что либо её нужно убить , либо дружить с ней до смерти",1000,13,False,False
2619,dying,15 июн 2015,"Жди меня, море, скоро буду!",734,13,False,False
2620,dying,15 июн 2015,vk.com/id0?1425276312 - этот человек особенный,592,16,False,False
2621,dying,15 июн 2015,Кусай меня за шею.,1219,12,False,False
2622,dying,15 июн 2015,"Лето, помедленнее.",902,10,False,False
2623,dying,15 июн 2015,"и даже миллион самых красивых статусов не расскажут как я люблю тебя, мама.",1542,15,False,False
2624,dying,15 июн 2015,Х О Ч У К И Н Д Е Р,930,8,False,False
2625,dying,15 июн 2015,у меня самая лучшая сестра,866,42,False,False
2626,dying,15 июн 2015,"все люди как люди, а я хомячок",955,12,False,False
2627,dying,15 июн 2015,"Класс 6 ""А""
- держит в страхе всю школу
- это судьба
- это династия элитных гангстеров
- опасные ребята
- банда, где иногда даже староста является инициатором массовых прогулов
- это сама беспалевность
- крутые ребята, вобщем",343,12,False,False
2628,dying,15 июн 2015,"когда лагает телефон.
обычные люди:
- надо перезагрузить
я:
- ТЫЧЕСУКАБЛТАКОЙТУПОЙ",1178,16,False,False
2629,dying,15 июн 2015,"Парень
Парен
Паре
Пар
Па
П
Пошёл в жопу",976,15,False,False
2630,dying,15 июн 2015,"Го 5 фактов обо мне.

Добавляй на стену, если не боишься узнать правду",1898,80,False,False
2631,dying,15 июн 2015,Добавь себе на стену и тебя ждёт самое крутое и сумасшедшее лето. Прочтешь и проигнорируешь - будет самое скучное лето.,416,12,False,False
2632,dying,15 июн 2015,"Мне нужен человек, который будет мне кидать песенки в лc",716,8,False,False
2633,dying,15 июн 2015,"А сейчас Вы узнаете, что произойдет этим летом! Возьмите ближайшую книгу, откройте 84 страницу и прочтите 7 строчку",647,18,False,False
2634,dying,15 июн 2015,"Пусть будет счастлив тот, у кого серо-голубые глаза",807,14,False,False
2635,dying,15 июн 2015,"Никто не может ответить на все 100% правильно

1. мое имя
2. моя фамилия
3. мое отчество
4. мой любимый цвет
5. мой натуральный цвет волос
6. мое день рождения
7. мой никнейм
8. сколько мне лет
9. размер обуви
10. цвет моих глаз
11. моя любимая конфета
12. мой любимый напиток
Сделай репост и узнай, кто знает тебя на все 100",554,34,False,False
2636,dying,15 июн 2015,"2009: Пам пам американо.
2010: Алена даст.
2011: Носа Носа.
2012: Бара Бара.
2013: Опа гангнам стайл.
2014: Вот даз ве фокс сей.
2015: Рапапап.
Давай, удиви нас 2016!",932,15,False,False
2637,dying,15 июн 2015,"Я? Злая?
Я вас умоляю, то что я хочу кинуть пару-тройку человек под асфальтоукладчик еще ни о чем не говорит.",850,18,False,False
2638,dying,15 июн 2015,"Я счастлива

У меня нет парня

Но есть друзья которые со мной

И есть подруга - которая со мной всегда и везде",653,8,False,False
2639,dying,15 июн 2015,Молчание - это тоже ответ.,892,13,False,False
2640,dying,15 июн 2015,ревную тебя ко всему,1158,12,False,False
2641,dying,15 июн 2015,"я всегда в тайне надеюсь, что ты меня тоже любишь",1045,7,False,False
2642,dying,15 июн 2015,ты просто не представляешь как важен мне,949,9,False,False
2643,dying,15 июн 2015,Ｋ Ａ Ｋ　Ｚ Ｈ Ｅ　Ｇ Ｒ Ｕ Ｓ Ｔ Ｎ Ｏ　Ｇ Ｏ Ｓ Ｐ Ｏ Ｄ Ｉ　 ＥＢ 　Ｔ Ｖ Ｏ Ｙ Ｕ　Ｍ Ａ Ｔ',1217,20,False,False
2644,dying,15 июн 2015,C настоящими друзьями можно ржать даже от чая,1323,23,False,False
2645,dying,15 июн 2015,"Самые интересные отношения - это когда уже не друзья, но ещё и не пара.",1412,12,False,False
2646,dying,15 июн 2015,"Только девушка может ревновать парня даже тогда, когда она даже не его девушка.",1365,15,False,False
2647,dying,15 июн 2015,"Загадай парня и напиши на листочке цифры 1,2,3,4 в любой последовательности:
О Т В Е Т:



1234 - нравишься
1243 - ревнует тебя
1342 - он тебя терпеть не может
1324 - скоро будете вместе
1423 - хочет дружить с тобой
1432 - любит твою подругу
2134 - ты его чем-то обидела
2143 - скоро назначит встречу
2341 - хочет быть ближе к тебе
2314 - ты ему надоела
2431 - ему нравится другая
2413 - влюблен в тебя
3124 - хочет серьезно поговорить
3142 - будет сложно, но страстно
3241 - сделает тебе комлимент
3214 - у вас все будет. БУДЕТ!
3412 - он тебе изменит
3421 - позовет тебя гулять
4123 - считает тебя красивой
4132 - уважает тебя
4231 - не любит, и не полюбит
Показать ещё",710,37,False,False
2648,dying,15 июн 2015,Лето - лучшее время,800,10,False,False
2649,dying,14 июн 2015,"Найди среди них



Найди вот это



Найди вот это



Найди вот это



А теперь загадай своё желание
за пять секунд ⃣⃣ ⃣⃣⃣

Теперь добавь эту запись себе на стене и желание обязательно сбудется. Не добавишь, то никогда не исполнится!",590,63,False,False
2650,dying,14 июн 2015,"Люди, которые умеют поднимать моё плохое настроение
Вы классные",867,12,False,False
2651,dying,14 июн 2015,"15 июня любой парень может предложить девушке встречаться, а та не имеет права отказаться.",1024,18,False,False
2652,dying,14 июн 2015,карие глаза восхитительны,1117,18,False,False
2653,dying,14 июн 2015,Почему так мало лайков?,1174,7,False,False
2654,dying,14 июн 2015,牙 丅仨石牙 人扣石人扣,1254,19,False,False
2655,dying,14 июн 2015,"Жалко, когда человек в сети и он тебе не пишет. Значит у него есть друзья поважнее тебя",1187,18,False,False
2656,dying,14 июн 2015,Катю обидишь - лес из багажника увидишь,1149,16,False,False
2657,dying,14 июн 2015,"хочу, чтобы мне подарили огромного плюшевого мишку",939,19,False,False
2658,dying,14 июн 2015,"Я была нормальной, пока не встретила Полину",508,4,False,False
2659,dying,14 июн 2015,у счастья всегда зеленые глаза,1644,29,False,False
2660,dying,14 июн 2015,"Карие глаза бывают только у бандиток
АМА ХАСЛА, АМА АМА ХАСЛА",1148,22,False,False
2661,dying,14 июн 2015,люблю бесить людей,976,16,False,False
2662,dying,14 июн 2015,Принцесски первыми не пишут.,837,10,False,False
2663,dying,14 июн 2015,У всех любовь а у меня ВИ ГОНА РАПАПАП ТУ НАЙТ,850,11,False,False
2664,dying,14 июн 2015,Со мной не бывает грустно,636,12,False,False
2665,dying,14 июн 2015,У счастья всегда карие глаза,1196,23,False,False
2666,dying,14 июн 2015,"То, что тебе не нравится во мне, полюбит кто-нибудь другой.",837,15,False,False
2667,dying,14 июн 2015,Люди с карими глазами всегда немного грубые. Немного пошловаты. Любят язвить и много улыбаются,1370,17,False,False
2668,dying,14 июн 2015,"- И где все твои друзья?
- У них у всех теперь кто-то другой.",1219,12,False,False
2669,dying,14 июн 2015,"Каждая, у кого в имени есть буква ""A"" - бандитка",1512,19,False,False
2670,dying,14 июн 2015,"Как же я люблю своих одноклассников. Да они косячат на каждом углу, да, наш класс по мнению учителей самый худший в школе, но я люблю этих психов",884,20,False,False
2671,dying,14 июн 2015,Семейное положение: ищу подруге парня.,1407,14,False,False
2672,dying,14 июн 2015,"Это прекрасное чувство, когда видишь, ""сообщение +1"" , и оно от нужного человека",1318,22,False,False
2673,dying,14 июн 2015,"Когда парень, который тебе нравится, сказал что-то смешное:
АХАХАХАХАХАХАХАХАХАХАПОЦЕЛУЙМЕНЯАХАХАХАХАХАХАХАХ",1189,11,False,False
2674,dying,14 июн 2015,"Господи, ну почему я влюбилась именно в этого идиота?",1280,14,False,False
2675,dying,14 июн 2015,от любви до ненависти одно проигнорированное сообщение.,1135,12,False,False
2676,dying,14 июн 2015,"- Просрем это лето?
- Естественно.",1609,23,False,False
2677,dying,14 июн 2015,"у родителей есть особый дар - замечать твоих фальшивых друзей раньше, чем ты",1700,34,False,False
2678,dying,14 июн 2015,"Если вы проснетесь в 2-3 часа ночи без причины, в 85% случаях есть вероятность, что на вас кто-то смотрит. Спокойной ночи.",1426,22,False,False
2679,dying,14 июн 2015,"набила тату,
ручкой.",1217,12,False,False
2680,dying,14 июн 2015,"- у тебя есть парень?
- чуть-чуть",1727,20,False,False
2681,dying,13 июн 2015,"МОЁ ЛЕТО:
Лежу с планшетом
Сижу с планшетом
Хожу с планшетом
Ем с планшетом",1171,20,False,False
2682,dying,13 июн 2015,"Поссорились?
Подойди и обними, будь мужиком, а?",1378,16,False,False
2683,dying,13 июн 2015,"cписок вещей, которые я люблю
- чай
- обниматься
- пиццу
- слушать музыку
- спать
- смотреть фильмы
- ночные разговоры
- сюрпризы",970,21,False,False
2684,dying,13 июн 2015,"я - я как бы тебя
с - слушаю
н - но мне
о - похуй",1023,17,False,False
2685,dying,13 июн 2015,"Прекрати стараться ради тех, кому на тебя наплевать.",1091,17,False,False
2686,dying,13 июн 2015,У людей с идиотским смехом все шутки смешные.,1105,15,False,False
2687,dying,13 июн 2015,"Я слушаю не то, что модно, а то, что по душе.",999,9,False,False
2688,dying,13 июн 2015,"Люди, которые умеют поднимать моё плохое настроение
Вы классные",817,9,False,False
2689,dying,13 июн 2015,Кусайте любимых почаще,1273,20,False,False
2690,dying,13 июн 2015,я у мамы рукожопенькая,1267,13,False,False
2691,dying,13 июн 2015,"мой вам совет,не влюбляйтесь.",1355,19,False,False
2692,dying,13 июн 2015,выношу мозг только особенным,1288,15,False,False
2693,dying,13 июн 2015,"если ты:

1.говоришь, что страшная,чтобы сделали комплимент
2.дохуя жрешь и ноешь,что жирная
3.ебешь мозги всем и вся

поздравляю,
ты баба!",990,6,False,False
2694,dying,13 июн 2015,"Ненавижу, когда меня ""в шутку"" оскорбляют, и обязательно задевают за живое. И приходится стоять и улыбаться ""все норм, я не обиделась"".",1463,14,False,False
2695,dying,13 июн 2015,"- он там?
- да
- пошли мимо пройдем",1637,24,False,False
2696,dying,13 июн 2015,лайк на счастье,1885,6,False,False
2697,dying,13 июн 2015,"- Я люблю тебя
- Хорошо. Поесть принес?",1026,6,False,False
2698,dying,13 июн 2015,"Я была нормальной, правда. Пока не встретила ту, которую называю своей лучшей подругой.",1015,19,False,False
2699,dying,13 июн 2015,"У каждого должно быть счастье
Поэтому , у каждого должна быть я",1223,20,False,False
2700,dying,13 июн 2015,"ты мне нравишься, но тебе об этом знать не нужно",1376,12,False,False
2701,dying,13 июн 2015,"ты самая лучшая.
мама.",1637,23,False,False
2702,dying,12 июн 2015,"Пусть будет счастлив тот, у кого серо-голубые глаза",1646,17,False,False
2703,dying,12 июн 2015,"Делай репост, если ты:
— все время в наушниках
— не спишь ночами
— мечтаешь
— ненавидишь себя",1648,25,False,False
2704,dying,12 июн 2015,"Ставь лайк,если влюблена",1646,5,False,False
2705,dying,12 июн 2015,"Каждая Настя:

Красивая заботливая
добрая нежная милая очаровательная душевная незабываемая ангельская весёлая энергичная чудесная романтичная симпатичная единственная ласковая желанная предсказуемая загадочная интригующая лучшая скромная понимающая улыбчивая честная обаятельная целеустремлённая
дивная женственная.",639,19,False,False
2706,dying,12 июн 2015,Я очень сильно люблю своих родителей,1067,16,False,False
2707,dying,12 июн 2015,"Рецепт счастья:
• берём Кристину
• любим
• держим в объятьях
• не отпускаем",1414,15,False,False
2708,dying,12 июн 2015,"Каждая Яна, чья-то проблема",839,12,False,False
2709,dying,12 июн 2015,Люблю своего папу,1520,27,False,False
2710,dying,12 июн 2015,У счастья всегда голубые глаза,1102,18,False,False
2711,dying,12 июн 2015,"История о опасной Саше:
- Саш, ты чего?
- Еу нига бич ама хасла, я опасна!",1059,13,False,False
2712,dying,12 июн 2015,Лето надо проводить с Ксюшей,895,5,False,False
2713,dying,12 июн 2015,"Я была нормальной, пока не встретила Алёну",608,6,False,False
2714,dying,12 июн 2015,Лето нужно проводить с Верой,413,5,False,False
2715,dying,12 июн 2015,"Живёшь, живёшь и вдруг в твоей жизни появляется Катя",790,12,False,False
2716,dying,12 июн 2015,"Моя мама сама мая лучшая, люблю ее очень сильно",1108,18,False,False
2717,dying,12 июн 2015,"У всех любовь, а у меня подруга Аня",728,10,False,False
2718,dying,12 июн 2015,"Когда Вика рядом,враги ложатся градом!",1005,16,False,False
2719,dying,12 июн 2015,"живешь, живешь, и в друг в твоей жизни появляются карие глаза",1188,14,False,False
2720,dying,12 июн 2015,vk.com/id0?1425276312 - у неё самое красивое имя,408,16,False,False
2721,dying,12 июн 2015,"13 Июня - каждый парень должен подарить понравившейся девушки букет цветов.

Добавляй эту запись к себе на страничку, пусть узнают все",673,18,False,False
2722,dying,12 июн 2015,"Я обращаюсь с тобой плохо, потому что ты мне нравишься.",1284,16,False,False
2723,dying,12 июн 2015,"— Какой сегодня день?
— Лето.",1308,15,False,False
2724,dying,12 июн 2015,"Странная эстафета
Я должна поцеловать (в щечку) при встрече тех, кто лайкнет этот пост",1972,31,False,False
2725,dying,12 июн 2015,Го обниматься?,1358,14,False,False
2726,dying,12 июн 2015,"Запомни!
ВК - не жизнь.
СП - не чувства.
Спс - не благодарность.
Смс - не разговор.",1643,67,False,False
2727,dying,12 июн 2015,"Я девочка тихая, скромная.
Обидите - тихо закопаю,
Скромно отпраздную",1255,24,False,False
2728,dying,12 июн 2015,У меня самые классные друзья,999,26,False,False
2729,dying,12 июн 2015,"остановите лето
я отдыхать не успеваю",1249,18,False,False
2730,dying,12 июн 2015,"- Зачем тебе 2 подушки?
- НУ КАААК, НА ОДНОЙ СПИШЬ, А ВТОРУЮ ОБНИМАЕШЬ!",1804,24,False,False
2731,dying,11 июн 2015,"слушая музыку , я просто ухожу в свой мир",1153,20,False,False
2732,dying,11 июн 2015,"ненавижу фразу “ты же девочка”
будто бы у меня был выбор",1289,17,False,False
2733,dying,11 июн 2015,"Мои поступки делятся на два типа:

1. «Блин, что я наделала?»
2. «А, пофиг, и так сойдет».",1179,15,False,False
2734,dying,11 июн 2015,"Напиши своё имя смайликами

а б в г д е ж
з и к л м н о
п р с т у ф х
ч ш э ю я",705,29,False,False
2735,dying,11 июн 2015,Любите своих хомячков и никогда не отпускайте,1160,11,False,False
2736,dying,11 июн 2015,Лето - лучшее время,826,11,False,False
2737,dying,11 июн 2015,"Добавляй к себе на стену, если не испугалась

КТО ПРОКОММЕНТИРУЕТ:

1. Первого человека я обниму при встрече крепко
2. Второму отвечу на вопрос
3. Фамилию третьего я поставлю в статус с сердечком
4. Четвертого позову гулять
5. Пятому дам конфетку
6. Шестой будет записан у меня в телефоне как дорогой/дорогая
7. Седьмого при встрече буду называть солнышком
8. Восьмому я дам свой номер телефону
9. Девятому напишу в лс
10. Десятому нарисую на стене
11. Одиннадцатого поцелую
12. С двенадцатым поставлю СП на 2 дня
13.Тринадцатому выполню желание (в пределах разумного)
14. Последний выберет одно желание из всех",763,29,False,False
2738,dying,11 июн 2015,Зеленые глаза могут понравиться. Серые глаза могут очаровать. В голубые глаза можно влюбиться. И только карие глаза могут свести с ума.,920,21,False,False
2739,dying,11 июн 2015,"Если смелая, добавляй себе на стену

1. Дам свой номер телефона

2. Обниму при встрече

3. Подарю конфетку

4. Кину запись на стену

5. Поцелую в щечку

6. Скажу кто нравится

7. Напишу на стене ""Я тебя люблю""

8. Схожу погулять

9. Поставлю лайка под авой

10. Скажу 5 важных качеств

11. Скажу комплимент

12. Напишу фактов о себе
Показать ещё",518,17,False,False
2740,dying,11 июн 2015,"Значение поцелуя

В лоб - гордость
В волосы - измена
В щёку - влюблён
В шею - безумно любит
В губы - горячая любовь

Он называет тебя

На вы - уважает
На ты - считается
На эй - смеётся
По имени - любит

Чешется что-то

Лоб - думает
Затылок -кто-то любит
Левое ухо - будет думать
Правое ухо - будешь злиться
Спина - тебя любят
Шея - неожиданность
Левый глаз - смех
Правый глаз - плачь
Левая нога - кто-то спешит
Показать ещё",852,54,False,False
2741,dying,11 июн 2015,У счастья всегда голубые глаза,1147,28,False,False
2742,dying,11 июн 2015,"В детстве: упадём и сразу в слёзы.
А теперь: упадём и ржём до слез.",1096,17,False,False
